NIVEAU	METADATA_TV_HC	METADATA_KA	INLEIDING_BRON1	TEKSTBRON_OFURL	TOELICHTING_BRON																						
Havo	Tijdvak 3	KA 9 - De verspreiding van het christendom in geheel Europa	"
In 601 schrijft paus Gregorius de Grote een brief aan Mellitus die als missionaris op weg naar Engeland is:"	"Vanaf het moment dat u en onze broeders (monniken) die u vergezellen zijn vertrokken, ben ik bezorgd omdat ik geen nieuws heb vernomen over hoe de reis is gevorderd. Echter, als de almachtige God u heeft gebracht bij onze
meest geëerde broeder bisschop Augustinus, zeg hem wat ik heb besloten na lang te hebben nagedacht over de kwestie van de Engelsen: in geen geval
zullen de heiligdommen van goden in dat land verwoest mogen worden, maar alleen de beelden daarin! Laat wijwater vloeien over deze heiligdommen, richt altaren op en plaats relikwieën, zodat de heiligdommen, mits goed gebouwd, kunnen worden omgevormd van de cultus van demonen naar de verering van de ware God."																							
VWO	Tijdvak 3	KA 9 - De verspreiding van het christendom in geheel Europa	"
In 602 vaardigt koning Ethelbert van Kent in Engeland een wet uit. Enkele jaren
voordat deze wet wordt opgesteld, heeft een christelijke missie uit Rome Engeland bereikt. Een fragment uit deze wet:"	"Schade toegebracht aan het bezit van God en de Kerk moet twaalfvoudig worden gecompenseerd; aan het bezit van een bisschop elfvoudig; aan het
bezit van een priester negenvoudig; aan dat van een diaken zesvoudig; aan dat van een gewone geestelijke drievoudig.
Verstoring van de vrede in een kerk moet tweevoudig worden vergoed; verstoring van een bijeenkomst ook tweevoudig."																							
VWO	Tijdvak 3	KA 9 - De verspreiding van het christendom in geheel Europa	"
In 602 vaardigt koning Ethelbert van Kent in Engeland een wet uit. Enkele jaren
voordat deze wet wordt opgesteld, heeft een christelijke missie uit Rome Engeland bereikt. Een fragment uit deze wet:"	"Schade toegebracht aan het bezit van God en de Kerk moet twaalfvoudig worden gecompenseerd; aan het bezit van een bisschop elfvoudig; aan het
bezit van een priester negenvoudig; aan dat van een diaken zesvoudig; aan dat van een gewone geestelijke drievoudig.
Verstoring van de vrede in een kerk moet tweevoudig worden vergoed; verstoring van een bijeenkomst ook tweevoudig."																							
VWO	Tijdvak 3	KA 9 - De verspreiding van het christendom in geheel Europa	"
Fragment uit De Geschiedenis van de Franken, tussen 573 en 591 geschreven door bisschop Gregorius van Tours, een van de machtigste mannen van zijn tijd. In het
fragment beschrijft hij de bekering van koning Clovis in 496:"	"De koningin liet de heilige Remigius (de bisschop van Reims) in het geheim bij zich komen. Ze smeekte hem het woord van de verlossing aan de koning over te brengen. De bisschop verzocht Clovis om een persoonlijk onderhoud
en drong er bij hem op aan in de ware God, de schepper van hemel en aarde, te geloven en zijn eigen afgoden op te geven (…). De koning antwoordde: ""Ik heb u bereidwillig aangehoord, heilige vader. Er blijft echter een probleem.
Het volk onder mijn bevel zal niet bereid zijn de oude goden op te geven.
Toch zal ik naar mijn mensen toegaan en overbrengen wat u mij zojuist hebt
verteld."" Clovis organiseerde een bijeenkomst, maar door tussenkomst van de goddelijke macht riep heel het volk, nog voordat de koning zijn mond kon
opendoen, eensgezind uit: ""We zullen onze sterfelijke goden verwerpen,
vrome koning, en zijn bereid de onsterfelijke God waarover Remigius preekt te volgen."" Het nieuws bereikte de bisschop. Hij was zeer verheugd en beval dat de doopvont klaar moest worden gemaakt."		"
In 602 vaardigt koning Ethelbert van Kent in Engeland een wet uit. Enkele jaren
voordat deze wet wordt opgesteld, heeft een christelijke missie uit Rome Engeland bereikt. Een fragment uit deze wet:"	"Schade toegebracht aan het bezit van God en de Kerk moet twaalfvoudig worden gecompenseerd; aan het bezit van een bisschop elfvoudig; aan het
bezit van een priester negenvoudig; aan dat van een diaken zesvoudig; aan dat van een gewone geestelijke drievoudig.
Verstoring van de vrede in een kerk moet tweevoudig worden vergoed; verstoring van een bijeenkomst ook tweevoudig."																				
VWO	Tijdvak 3	KA 9 - De verspreiding van het christendom in geheel Europa	"
Fragment uit De Geschiedenis van de Franken, tussen 573 en 591 geschreven door bisschop Gregorius van Tours, een van de machtigste mannen van zijn tijd. In het
fragment beschrijft hij de bekering van koning Clovis in 496:"	"De koningin liet de heilige Remigius (de bisschop van Reims) in het geheim bij zich komen. Ze smeekte hem het woord van de verlossing aan de koning over te brengen. De bisschop verzocht Clovis om een persoonlijk onderhoud
en drong er bij hem op aan in de ware God, de schepper van hemel en aarde, te geloven en zijn eigen afgoden op te geven (…). De koning antwoordde: ""Ik heb u bereidwillig aangehoord, heilige vader. Er blijft echter een probleem.
Het volk onder mijn bevel zal niet bereid zijn de oude goden op te geven.
Toch zal ik naar mijn mensen toegaan en overbrengen wat u mij zojuist hebt
verteld."" Clovis organiseerde een bijeenkomst, maar door tussenkomst van de goddelijke macht riep heel het volk, nog voordat de koning zijn mond kon
opendoen, eensgezind uit: ""We zullen onze sterfelijke goden verwerpen,
vrome koning, en zijn bereid de onsterfelijke God waarover Remigius preekt te volgen."" Het nieuws bereikte de bisschop. Hij was zeer verheugd en beval dat de doopvont klaar moest worden gemaakt."		"
In 602 vaardigt koning Ethelbert van Kent in Engeland een wet uit. Enkele jaren
voordat deze wet wordt opgesteld, heeft een christelijke missie uit Rome Engeland bereikt. Een fragment uit deze wet:"	"Schade toegebracht aan het bezit van God en de Kerk moet twaalfvoudig worden gecompenseerd; aan het bezit van een bisschop elfvoudig; aan het
bezit van een priester negenvoudig; aan dat van een diaken zesvoudig; aan dat van een gewone geestelijke drievoudig.
Verstoring van de vrede in een kerk moet tweevoudig worden vergoed; verstoring van een bijeenkomst ook tweevoudig."																				
Havo	Tijdvak 3	KA 10 - Het ontstaan en de verspreiding van de islam		"Emir Oesama (een Arabische prins) heeft in Jeruzalem veel contact met de Franken, de naam die de Arabieren geven aan de West-Europeanen in het Midden Oosten. Rond 1140 schrijft hij
1 Iedere keer als ik Jeruzalem bezocht, had ik de gewoonte naar de al-Aksamoskee te gaan, de
2 verblijfplaats van mijn vrienden de tempelieren*. Aan een van de zijkanten bevond zich een
3 klein bidvertrek waar de Franken hun kerk van hadden gemaakt. De tempelieren stonden
4 deze plaats aan mij af, zodat ik er kon bidden. Op een dag ging ik naar binnen en zei:
5 “Allahoe Akbar!” Ik zou juist met het gebed aanvangen toen er een Frank op me afkwam
6 die mij beetpakte en mijn gezicht naar het oosten draaide terwijl hij zei: “Zo hoort men te
7 bidden!”** Onmiddellijk snelden de tempeliers toe en verwijderden de man. Ik keerde terug
8 tot mijn gebed, maar de man profiteerde van een moment van onoplettendheid en wierp zich
9 opnieuw op mij. Hij draaide mijn gezicht weer naar het oosten en herhaalde: “Zó hoort men
10 te bidden!” Opnieuw kwamen de tempelieren tussenbeide, verwijderden de man en
11 excuseerden zich tegenover mij terwijl ze zeiden: “Het is een buitenlander. Hij is zojuist uit
12 het land van de Franken gearriveerd en hij heeft nog nooit iemand zien bidden die niet naar
13 het oosten was gekeerd”. Ik antwoordde dat ik genoeg gebeden had en vertrok,
14 stomverbaasd door het gedrag van deze duivel die zich zo kwaad had gemaakt toen hij mij
15 in de richting van Mekka had zien bidden."	"Toelichting
* De tempelieren waren ridders die leefden als monniken in een kloosterorde. De orde van de tempelieren was opgericht om de heilige plaatsen en de pelgrims te beschermen.
**Islamieten bidden in de richting van Mekka, vanuit Jeruzalem gezien ligt Mekka vrijwel
in het zuiden."																						
Havo	Tijdvak 3	KA 10 - Het ontstaan en de verspreiding van de islam	" 2
In 713 wordt er een verdrag getekend tussen Abd al-Aziz ibn Musa, de aanvoerder
van het moslimleger en Theodomir, koning van een deel van het Visigotische gebied in Spanje:"	"Theodomir geeft zich over onder voorwaarde dat hij, noch zijn onderdanen, aan enige overheersing van buitenaf zullen worden onderworpen; dat zij niet gedood of gevangen gezet zullen worden en van elkaar zullen worden
gescheiden; dat zij niet vanwege hun geloof zullen worden vervolgd en dat hun kerken niet worden verbrand. Theodomirs heerschappij zal hem niet
worden ontnomen zolang hij trouw is en zich houdt aan hetgeen hij met ons (Abd al-Aziz ibn Musa) is overeengekomen. Het verdrag van overgave strekt zich uit over zeven steden, te weten: Orihuela, Valentila, Alicante, Mula,
Bigastro, Eyyo en Lorca.
Theodomir en de zijnen dienen elk jaar per persoon één dinar (een Arabische munt) te betalen en vier maten tarwe, vier maten gerst, vier kruiken stroop,
vier kruiken azijn, twee kruiken honing en twee kruiken olie."		3	"bron 3
Een fragment uit een christelijke kroniek, geschreven omstreeks 754:"																				
Havo	Tijdvak 3	KA 10 - Het ontstaan en de verspreiding van de islam	"
Gedeelte uit het Verdrag van Omar, vermoedelijk uit de zevende eeuw. In deze tijd sloten de islamitische veroveraars overeenkomsten met de niet-islamitische bevolking. Er bestaan verschillende versies, die worden toegeschreven aan
kalief Omar. Een aantal regels hieruit"	"Wij christenen:
Wij zullen niet bouwen, in onze steden noch in de buurt daarvan, nieuwe
mannenkloosters, kerken, vrouwenkloosters, of kluizenaarshutten; noch zullen wij ze repareren, bij dag of bij nacht, mocht een van hen instorten of gelegen zijn in een moslimwijk. (…)
Wij zullen onze godsdienst niet openlijk beoefenen noch iemand ertoe bekeren. Wij zullen niemand van onze familie verhinderen tot de islam over te gaan als zij dat wensen.
Wij zullen de moslims respect tonen, en wij zullen van onze zitplaats opstaan als zij wensen te zitten.
Wij zullen niet proberen op de moslims te lijken door het imiteren van een van hun kledingstukken, hoofdsieraden, tulband, schoeisel, of de scheiding van hun haar.
Wij zullen niet spreken wanneer zij spreken, noch zullen wij hun eervolle namen dragen.
Wij zullen onze kruisen en boeken niet tonen op de straten of markten van de moslims.
Wij zullen geen verlichting voeren op enige straat van de moslims of op hun
markten."																							
VWO	Tijdvak 3	KA 10 - Het ontstaan en de verspreiding van de islam	"
Een koptische1) bron beschrijft de verovering van Egypte door de islamitische
Arabieren. De bron is overgeleverd in een elfde-eeuwse Arabische vertaling, maar stamt uit de tijd kort na de verovering:"	"Door de beproevingen en onderdrukking waaraan Cyrus2) de rechtzinnige kopten in het geloof blootstelde, week een groot aantal onder hen van het
rechte pad af, sommigen uit angst voor vervolging, anderen door omkoping, en weer anderen door overreding en bedrog. (…)
Toen zond de vorst van de moslims een leger naar Egypte onder aanvoering van een van zijn trouwe aanhangers, genaamd Amr ibn Al-Asi. (…) En in het jaar 641 veroverden de moslims Alexandrië, verwoestten de muren en staken veel kerken in brand. (…) Sanutius, een vrome edelman, bracht Amr op de
hoogte van de situatie van de patriarch Benjamin, hoe hij uit angst voor de
Byzantijnen op de vlucht was geweest. Toen liet Amr over alle provincies van Egypte een brief verspreiden, waarin hij schreef: ""De plek waar Benjamin, de patriarch van de koptische christenen zich bevindt, valt onder onze
bescherming. Laat hem in alle veiligheid terugkeren zodat hij het bestuur over zijn kerk en volk op zich kan nemen."" Toen de heilige Benjamin dit vernam,
keerde hij na een afwezigheid van dertien jaar in grote blijdschap terug naar Alexandrië, gesierd met de kroon van het lijden dat het rechtzinnige volk had ondergaan vanwege de vervolging door de ketters."	"noot 1  Kopten zijn volgelingen van de christelijke kerk van Egypte. Deze bron is afkomstig van koptische christenen die zich hebben afgescheiden van de koptische kerk van Cyrus.
noot 2  Cyrus is rond 631 door de christelijke Byzantijnse keizer Herakleios aangesteld tot
gouverneur van Egypte en patriarch van de koptische kerk van Alexandrië."																						
VWO	Tijdvak 3	KA 10 - Het ontstaan en de verspreiding van de islam	"
Een koptische1) bron beschrijft de verovering van Egypte door de islamitische
Arabieren. De bron is overgeleverd in een elfde-eeuwse Arabische vertaling, maar stamt uit de tijd kort na de verovering:"	"Door de beproevingen en onderdrukking waaraan Cyrus2) de rechtzinnige kopten in het geloof blootstelde, week een groot aantal onder hen van het
rechte pad af, sommigen uit angst voor vervolging, anderen door omkoping, en weer anderen door overreding en bedrog. (…)
Toen zond de vorst van de moslims een leger naar Egypte onder aanvoering van een van zijn trouwe aanhangers, genaamd Amr ibn Al-Asi. (…) En in het jaar 641 veroverden de moslims Alexandrië, verwoestten de muren en staken veel kerken in brand. (…) Sanutius, een vrome edelman, bracht Amr op de
hoogte van de situatie van de patriarch Benjamin, hoe hij uit angst voor de
Byzantijnen op de vlucht was geweest. Toen liet Amr over alle provincies van Egypte een brief verspreiden, waarin hij schreef: ""De plek waar Benjamin, de patriarch van de koptische christenen zich bevindt, valt onder onze
bescherming. Laat hem in alle veiligheid terugkeren zodat hij het bestuur over zijn kerk en volk op zich kan nemen."" Toen de heilige Benjamin dit vernam,
keerde hij na een afwezigheid van dertien jaar in grote blijdschap terug naar Alexandrië, gesierd met de kroon van het lijden dat het rechtzinnige volk had ondergaan vanwege de vervolging door de ketters."	"noot 1  Kopten zijn volgelingen van de christelijke kerk van Egypte. Deze bron is afkomstig van koptische christenen die zich hebben afgescheiden van de koptische kerk van Cyrus.
noot 2  Cyrus is rond 631 door de christelijke Byzantijnse keizer Herakleios aangesteld tot
gouverneur van Egypte en patriarch van de koptische kerk van Alexandrië."																						
VWO	Tijdvak 3	KA 10 - Het ontstaan en de verspreiding van de islam	"
Gedeelte uit het verdrag van Omar, vermoedelijk uit de zevende eeuw.
Islamitische veroveraars sluiten overeenkomsten met de niet-islamitische bevolking van de gebieden die zij bij hun rijk voegen. Er zijn verschillende
overeenkomsten overgeleverd die elk worden toegeschreven aan Kalief Omar"	"Wij christenen:
Wij zullen onze godsdienst niet openlijk beoefenen noch iemand ertoe bekeren. Wij zullen niemand van onze familie verhinderen tot de islam over te gaan als hij dat wenst.
Wij zullen de moslims respect tonen, en wij zullen van onze zitplaats opstaan als zij wensen te zitten. (…)
Wij zullen niet spreken wanneer zij spreken, noch zullen wij hun eervolle namen dragen. (…)
Wij zullen in onze kerken alleen heel zachtjes klappen. (…) Wij zullen onze doden niet dichtbij de moslims begraven.
Wij zullen geen slaven nemen die aan de moslims zijn toegewezen.
Wij zullen onze huizen niet hoger maken dan die van de moslims."																							
VWO	Tijdvak 4	KA 13 - de opkomst van handel en ambacht die de basis legde voor het herleven van een agrarisch-urbane samenleving	"
Op 2 maart 1127 wordt de Vlaamse graaf Karel de Goede in Brugge vermoord. In datzelfde jaar schrijft de klerk Galbert van Brugge hierover:"	"Toen in het leven van de glorieuze vorst het martelaarschap zijn intrede deed,
betekende dat een groot verdriet voor alle bewoners der aarde (…). En
wonderlijk genoeg, hoewel de graaf in de burcht van Brugge werd vermoord
op woensdag, namelijk in de ochtend van die dag, trof het bericht van zijn
rampzalige dood de inwoners van de stad Londen in Engeland de tweede dag
daarna, ongeveer tussen zes en zeven uur in de ochtend. En tegen de avond
van diezelfde dag wekte het bericht beroering bij de mensen van Laon, die ver
van ons in Frankrijk wonen; zoals we vernamen van onze studenten die
toentertijd in Laon studeerden. Zo zijn we ook ingelicht door onze kooplieden
die op dezelfde dag voor handelszaken te Londen waren. Te paard dan wel
per schip had niemand de afstanden tussen voornoemde plaatsen en tijden zo
snel kunnen overbruggen. (…)
Wij nu, inwoners van Vlaanderen die, zijn leven indachtig, de dood van de
graaf, zulk een groot vorst, bewenen. Wij bezweren, manen en bidden u:
smeekt (…) voor zijn ziel de heerlijkheid van het eeuwige leven af en de
altijddurende zaligheid in het gezelschap der heiligen. "																							
VWO	Tijdvak 4	KA 13 - de opkomst van handel en ambacht die de basis legde voor het herleven van een agrarisch-urbane samenleving, KA 12 - het ontstaan van feodale verhoudingen in het bestuur	"
Een inwoner van Brugge beschrijft hoe koning Lodewijk VI van Frankrijk, leenheer
van Vlaanderen, en de edelman Willem Clito, door de koning onlangs aangesteld tot graaf, in 1127 hun intocht houden in de stad:"	"Ook werd de kleine oorkonde voorgelezen die tot bewijs diende van de
overeenkomst tussen de graaf en onze burgers aangaande de kwijtschelding van de tol en de cijns1) op hun erven. Als prijs voor het (verkiezen en)
aanvaarden van de nieuwe graaf moest hij hun het volgende privilege
schenken: zij en hun nakomelingen in onze stad zouden voortaan aan de graaf en zijn opvolgers geen tol of cijns meer hoeven te betalen, (…). Ter
bevestiging van dit privilege moesten koning en graaf zweren dat zij voortaan persoonlijk noch door tussenkomst van hun ambtenaren onze burgers of hun nakomelingen in onze stad met tol of cijns zouden lastigvallen, maar van
ganser harte, zonder kwade trouw en onvoorwaardelijk (…) de kwijtschelding van tol en cijns zouden handhaven. Op deze voorwaarden dan zwoeren
koning en graaf op de relieken der heiligen ten aanhoren van geestelijkheid en volk. Daarop zwoeren de burgers trouw aan de graaf, zoals het de
gewoonte was, en ze legden de leeneed af en beloofden hem loyaliteit."	noot 1  een belasting op onroerend goed																						
VWO	Tijdvak 4	KA 13 - de opkomst van handel en ambacht die de basis legde voor het herleven van een agrarisch-urbane samenleving, KA 19 - Het veranderende mens- en wereldbeeld van de renaissance en het begin van een nieuwe wetenschappelijke belangstelling	"
De Italiaanse schilder Vasari publiceert in 1550 een boek vol
levensbeschrijvingen van kunstenaars. In dit boek geeft Vasari een beschrijving van de “School van Athene”, een fresco uit 1510 van Rafaël met daarop de
vertegenwoordigers van het Griekse denken:"	"Daar zijn ook Aristoteles en Plato, met respectievelijk de Ethici en Timaeus en een groep filosofen in een kring om hen heen. Onbeschrijfelijk mooi zijn de
astrologen en wiskundigen die figuren en patronen tekenen met hun sextanten1).
Onder hen bevindt zich een man van opvallende schoonheid, die zijn hoofd
gebogen heeft en zijn handen in verbazing gespreid houdt. Dit is het portret van Frederigo II, hertog van Mantua, die toen in Rome was. Een ander buigt zich
naar de grond en heeft een passer in de hand waarmee hij op een lei tekent
(…). Naast hem staat Rafaël zelf, getekend met behulp van een spiegel. Hij is een zeer bescheiden jongeman met een bevallige en aantrekkelijke
gelaatsuitdrukking en een zwarte baret op zijn hoofd."	noot 1   Een sextant is een instrument waarmee de positie van een schip op zee bepaald kan worden.																						
